GPSID,Time,Latitude,Longitude,Altitude,Heading,Satellites,HDOP,AgeOfReading,DistanceSinceReading,Velocity
34854,2013/11/27 05:12:02 PM,-34.08458,18.85103,36,0,12,0.7,0,0,0
35056,2013/11/27 05:14:00 PM,-34.08461,18.85103,46,242,11,0.8,1,1,3
35057,2013/11/27 05:14:03 PM,-34.08461,18.85103,45,308,12,0.7,0,0,2
35058,2013/11/27 05:14:04 PM,-34.08461,18.85103,45,354,10,0.8,0,0,2
35059,2013/11/27 05:14:08 PM,-34.08458,18.85106,44,56,10,0.8,0,0,2
35060,2013/11/27 05:14:55 PM,-34.08458,18.85103,45,0,9,0.9,0,0,0
35061,2013/11/27 05:15:01 PM,-34.08458,18.85103,45,0,9,0.9,1,0,0
35901,2013/11/27 05:31:57 PM,-34.08458,18.85103,37,244,10,0.8,0,0,7
35902,2013/11/27 05:32:46 PM,-34.08481,18.85069,33,286,12,0.8,1,1,5
35903,2013/11/27 05:32:48 PM,-34.08478,18.85067,33,322,10,1,1,1,7
35904,2013/11/27 05:32:50 PM,-34.08475,18.85067,33,14,12,0.8,0,0,4
35905,2013/11/27 05:32:54 PM,-34.08472,18.85069,33,48,11,0.9,0,1,4
35906,2013/11/27 05:32:56 PM,-34.08469,18.85072,33,72,11,0.8,1,2,5
35071,2013/11/27 05:33:15 PM,-34.0845,18.85122,34,58,10,0.9,1,2,10
35907,2013/11/27 05:33:24 PM,-34.08442,18.85136,35,50,11,1,1,2,5
35908,2013/11/27 05:33:27 PM,-34.08436,18.85142,35,28,11,1,0,0,5
35909,2013/11/27 05:33:32 PM,-34.08431,18.85142,35,2,12,0.7,1,2,3
35910,2013/11/27 05:33:36 PM,-34.08425,18.85139,35,340,12,0.7,0,0,5
35911,2013/11/27 05:33:43 PM,-34.08417,18.85133,34,310,12,0.7,1,2,8
35912,2013/11/27 05:34:07 PM,-34.08408,18.85122,34,336,11,0.8,1,1,2
35913,2013/11/27 05:36:04 PM,-34.07786,18.84664,50,314,11,0.9,0,14,55
35914,2013/11/27 05:36:33 PM,-34.07592,18.84403,56,292,11,0.8,1,10,35
35915,2013/11/27 05:38:11 PM,-34.06936,18.82536,51,316,10,0.8,0,2,7
35074,2013/11/27 05:38:18 PM,-34.06939,18.82536,51,0,11,0.8,1,0,0
35916,2013/11/27 05:38:23 PM,-34.06928,18.82533,51,348,12,0.8,0,0,14
35917,2013/11/27 05:38:27 PM,-34.06914,18.82533,52,16,11,0.9,1,6,21
35918,2013/11/27 05:40:15 PM,-34.05667,18.82953,129,354,11,0.8,0,21,80
35919,2013/11/27 05:40:50 PM,-34.04961,18.82739,152,332,11,0.8,0,24,92
35920,2013/11/27 05:41:30 PM,-34.04058,18.82425,157,354,11,0.9,0,0,95
35921,2013/11/27 05:42:09 PM,-34.03153,18.82242,104,332,11,0.8,0,26,100
35922,2013/11/27 05:42:33 PM,-34.02644,18.82003,107,354,12,0.8,0,0,80
35263,2013/11/27 05:43:20 PM,-34.02308,18.82008,116,2,11,0.9,1,16,58
35923,2013/11/27 05:45:34 PM,-33.99653,18.82608,88,0,11,0.8,1,0,0
35924,2013/11/27 05:47:28 PM,-33.98961,18.82725,112,22,9,0.9,1,11,42
35925,2013/11/27 05:47:52 PM,-33.98719,18.82922,120,44,11,0.8,0,15,57
35267,2013/11/27 05:48:23 PM,-33.98444,18.83453,130,54,10,1.2,1,20,77
35926,2013/11/27 05:49:00 PM,-33.97864,18.84025,120,22,11,0.8,0,19,74
35927,2013/11/27 05:50:38 PM,-33.96578,18.84608,119,44,12,0.7,0,0,62
35928,2013/11/27 05:52:09 PM,-33.95614,18.85511,115,22,11,0.8,0,13,50
35929,2013/11/27 05:52:24 PM,-33.95375,18.85569,113,0,11,0.8,0,0,64
35272,2013/11/27 05:53:23 PM,-33.94542,18.85286,95,342,10,0.9,0,0,62
35930,2013/11/27 05:55:24 PM,-33.93775,18.85133,95,0,10,1.2,0,0,0
35931,2013/11/27 05:56:06 PM,-33.93669,18.8515,95,24,9,0.9,1,11,41
35932,2013/11/27 05:56:25 PM,-33.93506,18.85222,95,2,11,0.8,1,9,33
35933,2013/11/27 05:56:36 PM,-33.93433,18.85222,96,306,10,0.9,0,0,18
35934,2013/11/27 05:56:38 PM,-33.93431,18.85211,96,284,11,0.8,0,0,18
35935,2013/11/27 05:56:46 PM,-33.93414,18.85156,95,306,10,0.9,0,0,27
35936,2013/11/27 05:56:48 PM,-33.93403,18.85144,95,334,9,0.9,0,0,29
35937,2013/11/27 05:56:51 PM,-33.93386,18.85144,95,2,9,0.9,1,7,31
35938,2013/11/27 05:57:53 PM,-33.927,18.85133,97,24,10,0.9,0,12,47
35939,2013/11/27 05:58:08 PM,-33.92617,18.852,100,354,11,0.8,0,1,8
35940,2013/11/27 05:58:11 PM,-33.92611,18.85197,100,314,11,0.8,1,3,13
35941,2013/11/27 05:58:13 PM,-33.92608,18.85186,100,286,11,0.8,1,5,18
35278,2013/11/27 05:58:27 PM,-33.926,18.85153,99,0,11,1,0,0,0
35942,2013/11/27 05:59:06 PM,-33.92597,18.85153,102,64,10,1,1,0,2
35943,2013/11/27 05:59:09 PM,-33.92594,18.85156,102,348,10,1,0,0,4
35944,2013/11/27 05:59:11 PM,-33.92594,18.85156,101,14,11,0.8,0,0,6
35945,2013/11/27 05:59:14 PM,-33.92592,18.85158,101,50,11,0.8,1,1,6
35946,2013/11/27 05:59:16 PM,-33.92592,18.85161,101,82,11,0.8,1,1,6
35947,2013/11/27 05:59:21 PM,-33.92592,18.85161,101,218,11,0.8,1,0,3
35948,2013/11/27 05:59:24 PM,-33.92592,18.85161,101,144,11,0.8,1,1,2
35949,2013/11/27 05:59:25 PM,-33.92594,18.85164,101,120,11,0.9,1,2,7
35950,2013/11/27 05:59:33 PM,-33.92603,18.85203,101,76,10,0.9,0,0,15
35951,2013/11/27 05:59:34 PM,-33.92603,18.85208,101,54,11,0.8,0,4,18
35952,2013/11/27 05:59:35 PM,-33.926,18.85211,101,32,11,0.8,0,4,20
35953,2013/11/27 05:59:39 PM,-33.92578,18.85217,100,10,10,0.9,1,8,31
35954,2013/11/27 06:01:04 PM,-33.92075,18.85303,102,348,11,0.8,0,0,30
35955,2013/11/27 06:01:08 PM,-33.92053,18.85294,102,326,11,0.8,1,13,25
35956,2013/11/27 06:02:31 PM,-33.91817,18.85086,118,300,10,0.9,0,2,7
35957,2013/11/27 06:02:41 PM,-33.91817,18.85086,118,106,11,0.8,1,0,2
35958,2013/11/27 06:03:00 PM,-33.91817,18.85086,118,300,9,1.2,1,1,2
35959,2013/11/27 06:03:16 PM,-33.91775,18.85028,123,322,10,0.9,1,9,17
35960,2013/11/27 06:03:25 PM,-33.91742,18.84992,125,298,9,1.2,1,3,14
35961,2013/11/27 06:03:27 PM,-33.91742,18.84983,125,274,9,1.2,0,1,3
35282,2013/11/27 06:03:32 PM,-33.91742,18.84981,125,0,11,0.8,1,0,0
35962,2013/11/27 06:03:45 PM,-33.91742,18.84978,124,246,10,1.1,0,0,10
35963,2013/11/27 06:03:49 PM,-33.9175,18.84969,125,224,12,0.7,1,8,14
35964,2013/11/27 06:04:28 PM,-33.91869,18.84853,140,202,11,0.9,0,5,18
35965,2013/11/27 06:05:38 PM,-33.91994,18.84767,150,238,10,1,0,3,12
35966,2013/11/27 06:06:00 PM,-33.92,18.84758,150,268,12,0.7,0,0,9
35967,2013/11/27 06:06:04 PM,-33.91994,18.84744,151,294,8,1.3,1,5,17
35968,2013/11/27 06:06:20 PM,-33.91961,18.84669,157,258,11,0.8,1,4,15
35969,2013/11/27 06:06:22 PM,-33.91969,18.84658,158,212,11,0.8,0,0,16
35970,2013/11/27 06:06:53 PM,-33.92103,18.84561,171,236,11,0.9,0,0,14
35971,2013/11/27 06:07:06 PM,-33.92119,18.845,177,258,12,0.7,1,5,19
35972,2013/11/27 06:07:09 PM,-33.92117,18.84481,180,290,10,0.9,0,0,16
35973,2013/11/27 06:08:14 PM,-33.92078,18.84369,186,324,11,0.8,1,1,6
35974,2013/11/27 06:08:16 PM,-33.92075,18.84369,186,2,11,0.8,1,2,8
35975,2013/11/27 06:08:30 PM,-33.92011,18.84386,182,26,11,0.8,1,0,22
35491,2013/11/27 06:08:34 PM,-33.91997,18.84403,181,36,11,0.8,0,0,14
35976,2013/11/27 06:09:45 PM,-33.91875,18.84486,171,66,11,0.9,1,4,16
35977,2013/11/27 06:09:47 PM,-33.91878,18.84503,170,116,11,0.8,0,5,22
35978,2013/11/27 06:10:09 PM,-33.91917,18.84594,167,86,11,0.9,1,1,8
35979,2013/11/27 06:10:14 PM,-33.91917,18.84611,165,54,11,0.9,0,0,12
35980,2013/11/27 06:10:17 PM,-33.91908,18.84617,164,22,11,0.9,1,7,14
35981,2013/11/27 06:10:19 PM,-33.91903,18.84617,163,0,11,0.9,1,3,14
35982,2013/11/27 06:10:25 PM,-33.91886,18.84611,162,338,12,0.8,1,4,8
35983,2013/11/27 06:10:29 PM,-33.91878,18.84603,162,304,12,0.8,0,3,13
35984,2013/11/27 06:10:34 PM,-33.91867,18.84589,162,340,10,0.9,1,4,15
35985,2013/11/27 06:10:35 PM,-33.91861,18.84589,162,8,11,0.8,1,4,17
35986,2013/11/27 06:10:37 PM,-33.91847,18.846,161,30,10,0.9,0,6,24
35987,2013/11/27 06:10:44 PM,-33.91817,18.84622,159,52,11,0.9,0,0,15
35988,2013/11/27 06:10:48 PM,-33.91811,18.84639,157,74,11,0.9,0,6,23
35989,2013/11/27 06:10:53 PM,-33.91808,18.84672,153,96,10,0.9,0,0,19
35990,2013/11/27 06:10:59 PM,-33.91808,18.84697,151,62,10,0.9,0,3,12
35991,2013/11/27 06:11:01 PM,-33.91803,18.84703,150,22,10,0.9,0,0,15
35992,2013/11/27 06:11:07 PM,-33.91775,18.84708,150,358,12,0.8,0,5,20
35993,2013/11/27 06:11:30 PM,-33.91703,18.84681,146,334,10,0.9,1,5,19
35994,2013/11/27 06:11:34 PM,-33.91689,18.84672,145,358,12,0.9,0,2,7
35995,2013/11/27 06:11:39 PM,-33.91681,18.84669,144,324,10,0.9,1,2,10
35996,2013/11/27 06:11:52 PM,-33.91675,18.84667,143,352,11,0.8,1,1,5
35997,2013/11/27 06:12:28 PM,-33.91517,18.84603,132,14,12,0.8,0,0,10
35998,2013/11/27 06:12:31 PM,-33.91511,18.84608,131,52,12,0.8,1,8,18
35999,2013/11/27 06:12:33 PM,-33.91508,18.84619,131,76,11,0.9,1,5,20
36000,2013/11/27 06:13:01 PM,-33.91492,18.84806,124,102,11,1.1,1,1,5
36001,2013/11/27 06:13:03 PM,-33.91494,18.84817,124,124,11,0.9,0,3,15
36002,2013/11/27 06:13:20 PM,-33.91575,18.84919,122,150,11,0.9,0,0,24
36003,2013/11/27 06:13:23 PM,-33.91586,18.84922,122,190,11,0.9,1,7,26
36004,2013/11/27 06:13:29 PM,-33.91619,18.84908,124,164,11,0.9,0,3,16
36005,2013/11/27 06:13:32 PM,-33.91628,18.84917,124,124,11,0.9,1,5,20
35495,2013/11/27 06:13:36 PM,-33.91639,18.8495,122,112,11,0.9,0,3,11
36006,2013/11/27 06:14:04 PM,-33.91742,18.85103,112,150,10,1.1,1,18,34
36007,2013/11/27 06:14:07 PM,-33.91772,18.85108,112,190,10,1.1,0,8,30
36008,2013/11/27 06:14:19 PM,-33.91831,18.85097,114,168,11,1,1,3,15
36009,2013/11/27 06:14:23 PM,-33.9185,18.85108,113,146,11,1,0,0,17
36010,2013/11/27 06:14:45 PM,-33.91892,18.8515,110,124,10,1.1,1,3,12
36011,2013/11/27 06:14:46 PM,-33.91894,18.85158,109,84,10,1.1,0,0,17
36012,2013/11/27 06:14:50 PM,-33.91886,18.85175,108,62,10,1.1,1,11,21
36013,2013/11/27 06:16:05 PM,-33.91872,18.85217,108,98,10,1.1,0,0,18
36014,2013/11/27 06:16:07 PM,-33.91878,18.85228,108,132,11,1,0,5,21
36015,2013/11/27 06:16:33 PM,-33.92092,18.85419,106,156,10,1,0,12,45
36016,2013/11/27 06:16:57 PM,-33.92292,18.85475,103,120,9,1.7,1,2,12
36017,2013/11/27 06:16:58 PM,-33.92292,18.85481,103,92,9,1.7,0,0,10
36018,2013/11/27 06:17:01 PM,-33.92289,18.85489,104,68,9,1.1,0,2,9
35564,2013/11/27 06:18:41 PM,-33.92289,18.85503,113,0,8,1.4,0,0,0
36019,2013/11/27 06:19:05 PM,-33.92286,18.85503,113,0,9,1.6,0,0,0
35567,2013/11/27 06:23:43 PM,-33.92283,18.85503,114,0,10,1.1,0,0,0
35570,2013/11/27 06:28:46 PM,-33.92292,18.85503,118,0,10,1.1,1,0,0
35574,2013/11/27 06:33:46 PM,-33.92292,18.85503,114,0,11,0.8,1,0,0
36020,2013/11/27 06:35:52 PM,-33.92292,18.855,113,118,12,0.8,0,0,6
36021,2013/11/27 06:35:54 PM,-33.92292,18.85503,113,126,11,0.8,1,1,7
36022,2013/11/27 06:35:58 PM,-33.92297,18.85508,112,152,12,0.8,1,4,8
36023,2013/11/27 06:36:00 PM,-33.92303,18.85508,113,184,10,0.8,1,2,9
36024,2013/11/27 06:36:01 PM,-33.92306,18.85503,113,214,11,1.1,0,0,10
36025,2013/11/27 06:36:08 PM,-33.92317,18.85489,110,238,11,0.8,0,0,7
36026,2013/11/27 06:36:20 PM,-33.92317,18.85481,110,284,10,1.1,1,1,2
36027,2013/11/27 06:36:22 PM,-33.92311,18.85475,110,328,12,0.8,0,0,13
36028,2013/11/27 06:36:39 PM,-33.92219,18.85439,108,350,12,0.8,1,8,30
36029,2013/11/27 06:36:47 PM,-33.92164,18.85428,108,322,12,0.9,0,5,17
36030,2013/11/27 06:36:49 PM,-33.92161,18.85425,108,298,12,0.8,1,4,17
36031,2013/11/27 06:36:54 PM,-33.92153,18.854,107,322,12,0.9,0,3,10
36032,2013/11/27 06:37:01 PM,-33.92136,18.85392,106,344,12,0.9,1,3,11
36033,2013/11/27 06:37:04 PM,-33.92128,18.85392,106,16,12,0.8,0,0,8
36034,2013/11/27 06:37:06 PM,-33.92125,18.85394,106,42,12,0.8,0,1,5
36035,2013/11/27 06:37:50 PM,-33.92117,18.854,108,12,12,0.8,1,2,7
36036,2013/11/27 06:37:51 PM,-33.92117,18.854,108,350,12,0.8,1,2,10
36037,2013/11/27 06:37:52 PM,-33.92111,18.85397,108,326,12,0.8,1,1,9
36038,2013/11/27 06:37:53 PM,-33.92111,18.85392,107,284,12,0.8,0,1,8
36039,2013/11/27 06:37:54 PM,-33.92111,18.85392,107,262,12,0.8,0,0,7
36040,2013/11/27 06:37:56 PM,-33.92114,18.85386,107,224,12,0.8,0,0,9
36041,2013/11/27 06:37:58 PM,-33.92117,18.85386,107,198,11,0.8,0,2,10
36042,2013/11/27 06:38:00 PM,-33.92122,18.85386,107,170,11,0.8,1,3,12
36043,2013/11/27 06:38:09 PM,-33.92153,18.854,107,142,12,0.9,0,3,15
36044,2013/11/27 06:38:12 PM,-33.92158,18.85408,107,116,12,0.9,1,4,15
36045,2013/11/27 06:38:14 PM,-33.92161,18.85417,107,90,12,0.8,1,3,13
36046,2013/11/27 06:38:15 PM,-33.92158,18.85422,107,66,12,0.8,0,0,10
36047,2013/11/27 06:38:30 PM,-33.92153,18.85428,108,24,11,0.8,1,1,6
36048,2013/11/27 06:38:33 PM,-33.92144,18.85428,108,356,11,0.8,1,4,14
36049,2013/11/27 06:38:42 PM,-33.92086,18.85411,110,334,12,0.8,1,17,32
35579,2013/11/27 06:38:49 PM,-33.92036,18.85364,112,322,12,0.8,1,10,37
36050,2013/11/27 06:39:13 PM,-33.91883,18.85214,110,298,12,0.8,0,2,7
36051,2013/11/27 06:39:16 PM,-33.91881,18.85208,110,272,12,0.8,0,2,10
36052,2013/11/27 06:39:20 PM,-33.91883,18.85194,111,246,12,0.8,1,4,15
36053,2013/11/27 06:39:25 PM,-33.91897,18.85175,112,224,12,0.8,0,0,12
36054,2013/11/27 06:39:34 PM,-33.91911,18.85158,113,280,12,0.8,0,0,10
36055,2013/11/27 06:39:35 PM,-33.91908,18.85153,114,308,12,0.8,0,2,11
36056,2013/11/27 06:39:39 PM,-33.919,18.85147,114,332,11,0.9,1,0,14
36057,2013/11/27 06:40:03 PM,-33.91817,18.85083,119,288,10,0.9,0,0,14
36058,2013/11/27 06:40:11 PM,-33.91806,18.85058,120,314,11,0.9,1,3,10
36059,2013/11/27 06:40:35 PM,-33.91742,18.84986,126,268,11,0.9,0,3,13
36060,2013/11/27 06:40:37 PM,-33.91744,18.84978,126,236,11,0.8,0,4,15
36061,2013/11/27 06:41:03 PM,-33.91825,18.84883,137,208,10,1.1,0,2,11
36062,2013/11/27 06:42:18 PM,-33.91994,18.84769,152,236,11,0.8,1,9,17
36063,2013/11/27 06:42:20 PM,-33.91997,18.84761,152,258,11,0.9,1,4,17
36064,2013/11/27 06:42:22 PM,-33.91994,18.84744,153,292,10,0.9,0,5,20
36065,2013/11/27 06:42:39 PM,-33.91961,18.84667,161,252,9,1,0,3,15
36066,2013/11/27 06:42:41 PM,-33.91969,18.84661,162,214,11,0.8,1,8,17
36067,2013/11/27 06:43:21 PM,-33.92106,18.84558,174,236,12,0.8,1,4,14
36068,2013/11/27 06:43:34 PM,-33.92119,18.84497,180,264,11,0.9,0,3,14
36069,2013/11/27 06:43:39 PM,-33.92117,18.84478,182,290,10,0.9,1,3,14
36070,2013/11/27 06:43:51 PM,-33.92106,18.84453,184,132,9,1.3,1,1,3
36071,2013/11/27 06:43:57 PM,-33.92108,18.84456,184,274,12,0.8,0,0,4
36072,2013/11/27 06:43:59 PM,-33.92108,18.84453,184,240,11,0.8,0,1,6
36073,2013/11/27 06:44:02 PM,-33.92111,18.8445,184,210,11,0.8,1,1,7
36074,2013/11/27 06:44:14 PM,-33.92128,18.84436,185,232,12,0.8,1,1,6
36075,2013/11/27 06:46:35 PM,-33.92153,18.84406,193,0,11,0.9,0,0,0
35796,2013/11/27 06:48:52 PM,-33.92155,18.84403,193,0,11,0.9,1,0,0
35895,2013/11/27 06:53:53 PM,-33.92153,18.84403,186,0,12,0.8,1,0,0
36076,2013/11/27 06:58:18 PM,-33.9215,18.844,190,264,10,0.9,0,0,5
36077,2013/11/27 06:58:19 PM,-33.9215,18.844,190,272,11,0.8,0,1,5
36078,2013/11/27 06:58:23 PM,-33.92147,18.84392,190,314,10,0.9,0,1,7
36079,2013/11/27 06:58:26 PM,-33.92144,18.84392,190,336,12,0.8,1,0,2
36080,2013/11/27 06:58:28 PM,-33.92144,18.84392,190,168,12,0.8,1,0,2
36081,2013/11/27 06:58:29 PM,-33.92147,18.84392,190,130,12,0.9,0,0,3
36082,2013/11/27 06:58:37 PM,-33.9215,18.84397,189,34,12,0.8,0,1,4
36083,2013/11/27 06:58:40 PM,-33.92147,18.84403,189,68,12,0.8,1,4,8
36084,2013/11/27 06:58:50 PM,-33.92133,18.84433,187,46,12,0.8,1,7,14
35897,2013/11/27 06:58:54 PM,-33.92122,18.84442,186,30,12,0.8,0,0,14
36085,2013/11/27 06:58:55 PM,-33.92117,18.84447,185,24,12,0.8,0,0,13
36086,2013/11/27 06:59:00 PM,-33.92108,18.84453,185,48,12,0.8,1,3,7
36087,2013/11/27 06:59:02 PM,-33.92108,18.84458,185,88,12,0.8,1,3,10
36088,2013/11/27 06:59:03 PM,-33.92111,18.84467,184,122,12,0.8,0,3,13
36089,2013/11/27 06:59:09 PM,-33.92119,18.84492,181,96,12,0.8,1,13,25
36090,2013/11/27 06:59:12 PM,-33.92114,18.84528,177,72,12,0.8,0,0,32
36091,2013/11/27 06:59:18 PM,-33.921,18.84567,173,42,11,0.9,1,12,22
36092,2013/11/27 06:59:51 PM,-33.91958,18.84669,162,2,11,0.9,1,2,11
36093,2013/11/27 06:59:52 PM,-33.91953,18.84667,162,310,11,0.9,0,0,11
36094,2013/11/27 06:59:54 PM,-33.9195,18.84658,162,284,12,0.8,0,3,13
36095,2013/11/27 07:00:05 PM,-33.91928,18.84608,165,312,11,0.8,0,0,13
36096,2013/11/27 07:00:07 PM,-33.91922,18.84606,166,346,12,0.8,0,2,8
36097,2013/11/27 07:00:10 PM,-33.91919,18.84608,165,24,12,0.8,1,3,7
36098,2013/11/27 07:00:16 PM,-33.91903,18.84617,164,2,11,0.8,0,3,11
36099,2013/11/27 07:00:19 PM,-33.91897,18.84617,164,340,11,0.8,1,5,10
36100,2013/11/27 07:00:28 PM,-33.91881,18.84606,163,318,12,0.8,1,2,10
36101,2013/11/27 07:00:33 PM,-33.91861,18.84592,163,12,12,0.8,0,0,18
36102,2013/11/27 07:00:37 PM,-33.91842,18.84603,161,34,12,0.8,0,6,22
36103,2013/11/27 07:00:44 PM,-33.91817,18.84625,158,62,12,0.8,0,0,17
36104,2013/11/27 07:00:51 PM,-33.91808,18.84664,155,88,12,0.8,0,0,16
36105,2013/11/27 07:00:58 PM,-33.91808,18.84697,152,60,12,0.8,1,4,16
36106,2013/11/27 07:00:59 PM,-33.918,18.84703,151,12,12,0.8,0,0,19
36107,2013/11/27 07:01:06 PM,-33.91769,18.84706,150,348,11,0.9,1,5,21
36108,2013/11/27 07:02:52 PM,-33.91461,18.84575,131,304,11,0.8,1,5,20
36109,2013/11/27 07:02:53 PM,-33.91458,18.84561,130,282,9,1,0,0,21
36110,2013/11/27 07:03:05 PM,-33.91444,18.84475,127,252,11,0.8,0,0,25
36111,2013/11/27 07:03:12 PM,-33.91467,18.84439,127,218,10,0.9,1,9,17
36112,2013/11/27 07:03:14 PM,-33.91472,18.84436,127,188,10,0.9,1,3,12
36113,2013/11/27 07:03:15 PM,-33.91478,18.84436,128,148,10,0.9,0,0,15
36114,2013/11/27 07:03:22 PM,-33.91494,18.84453,131,112,11,0.8,1,2,10
36115,2013/11/27 07:03:23 PM,-33.91494,18.84458,131,90,11,0.8,1,6,13
36116,2013/11/27 07:03:25 PM,-33.91489,18.84472,131,56,11,0.8,0,0,21
36117,2013/11/27 07:03:34 PM,-33.91469,18.84519,130,110,11,0.8,0,3,15
36118,2013/11/27 07:03:35 PM,-33.91472,18.84522,130,132,11,0.8,0,0,16
36119,2013/11/27 07:03:41 PM,-33.91492,18.84533,132,176,11,0.8,1,4,15
36120,2013/11/27 07:03:42 PM,-33.91494,18.84533,132,210,10,0.9,1,4,15
36121,2013/11/27 07:03:43 PM,-33.915,18.84525,133,236,10,0.9,0,0,17
35899,2013/11/27 07:04:01 PM,-33.91533,18.84458,135,236,11,0.8,1,0,0
36122,2013/11/27 07:05:51 PM,-33.91536,18.84456,139,202,10,0.9,1,1,6
36123,2013/11/27 07:05:52 PM,-33.91539,18.84456,139,176,11,0.8,0,0,2
36124,2013/11/27 07:05:56 PM,-33.91542,18.84458,139,152,11,0.8,0,1,5
36125,2013/11/27 07:07:08 PM,-33.9155,18.84464,140,0,10,1,1,0,0
35900,2013/11/27 07:07:15 PM,-33.91553,18.84461,140,0,10,1,1,0,0
36239,2013/11/27 08:03:41 PM,-33.91553,18.84458,136,0,10,1.1,0,0,0
37612,2013/11/27 11:08:14 PM,-33.91553,18.84461,139,0,9,0.9,1,0,0
37902,2013/11/28 03:08:19 AM,-33.91553,18.84458,133,0,9,1.2,1,0,0
38252,2013/11/28 06:29:30 AM,-33.91553,18.84461,140,0,5,2.4,1,0,0
38557,2013/11/28 06:40:55 AM,-33.91536,18.84453,136,242,7,1.1,1,1,5
38265,2013/11/28 06:40:56 AM,-33.91536,18.84447,136,242,7,1.1,0,1,3
38558,2013/11/28 06:41:32 AM,-33.91539,18.84442,132,272,7,1.1,1,7,12
38559,2013/11/28 06:41:34 AM,-33.91536,18.84433,132,314,5,1.7,1,5,19
38560,2013/11/28 06:41:37 AM,-33.91517,18.84422,129,346,7,1.1,0,4,19
38561,2013/11/28 06:41:38 AM,-33.91511,18.84425,129,20,7,1.1,0,5,20
38562,2013/11/28 06:41:40 AM,-33.91508,18.84428,129,48,7,1.1,1,11,22
38563,2013/11/28 06:41:45 AM,-33.91492,18.8445,128,0,7,1.1,0,3,17
38564,2013/11/28 06:41:46 AM,-33.91486,18.8445,127,332,7,1.1,0,4,20
38565,2013/11/28 06:41:51 AM,-33.91464,18.84436,124,12,7,1.1,0,4,16
38566,2013/11/28 06:41:52 AM,-33.91461,18.84439,124,34,7,1.1,0,4,16
38567,2013/11/28 06:41:55 AM,-33.91453,18.8445,123,56,7,1.1,1,12,23
38568,2013/11/28 06:41:59 AM,-33.91439,18.84489,124,88,7,1.1,0,0,30
38569,2013/11/28 06:42:07 AM,-33.91456,18.84572,127,112,7,1.1,0,0,28
38570,2013/11/28 06:42:08 AM,-33.91458,18.84578,128,138,7,1.1,0,0,26
38571,2013/11/28 06:42:09 AM,-33.91467,18.84581,128,164,6,1.3,0,7,26
38572,2013/11/28 06:42:38 AM,-33.91617,18.84647,140,124,7,1.1,0,0,20
38573,2013/11/28 06:42:39 AM,-33.91617,18.84653,139,98,7,1.1,0,5,22
38574,2013/11/28 06:42:42 AM,-33.91614,18.84669,139,76,7,1.1,1,8,30
38575,2013/11/28 06:42:53 AM,-33.91611,18.84858,130,102,5,1.8,0,16,62
38576,2013/11/28 06:43:03 AM,-33.91644,18.84964,125,124,6,1.3,0,7,29
38577,2013/11/28 06:43:20 AM,-33.91761,18.85108,115,168,7,1.1,0,14,51
38578,2013/11/28 06:43:22 AM,-33.91783,18.85106,116,196,7,1.1,0,12,45
38579,2013/11/28 06:43:28 AM,-33.91833,18.851,118,160,6,1.3,0,0,24
38580,2013/11/28 06:43:50 AM,-33.91892,18.85142,114,136,5,1.6,0,0,19
38581,2013/11/28 06:43:56 AM,-33.91908,18.85164,112,186,6,1.3,0,3,14
38582,2013/11/28 06:43:58 AM,-33.91911,18.85161,112,228,7,1.1,1,6,13
38583,2013/11/28 06:43:59 AM,-33.91911,18.85158,112,268,7,1.1,1,3,13
38584,2013/11/28 06:44:00 AM,-33.91908,18.85153,112,306,7,1.1,1,3,15
38585,2013/11/28 06:44:01 AM,-33.91903,18.8515,113,332,7,1.1,0,0,18
38586,2013/11/28 06:44:49 AM,-33.91817,18.85083,120,304,7,1.1,0,0,12
38587,2013/11/28 06:45:15 AM,-33.91772,18.85022,123,326,7,1.1,1,0,4
38588,2013/11/28 06:45:28 AM,-33.91742,18.84992,126,298,7,1.1,1,2,10
38589,2013/11/28 06:45:30 AM,-33.91742,18.84981,126,254,7,1.1,0,2,11
38590,2013/11/28 06:45:32 AM,-33.91744,18.84975,127,230,7,1.1,0,3,14
38547,2013/11/28 06:45:59 AM,-33.91811,18.84892,134,224,7,1.1,0,0,11
38591,2013/11/28 06:46:08 AM,-33.91833,18.84878,137,208,7,1.1,1,4,15
38592,2013/11/28 06:46:55 AM,-33.91992,18.84769,151,236,7,1.1,1,4,15
38593,2013/11/28 06:46:57 AM,-33.91994,18.84753,151,270,7,1.1,0,4,16
38594,2013/11/28 06:47:00 AM,-33.91992,18.84742,153,294,7,1.1,0,0,14
38595,2013/11/28 06:47:31 AM,-33.91933,18.84611,165,266,7,1.1,1,5,21
38596,2013/11/28 06:47:32 AM,-33.91933,18.84606,165,234,7,1.1,1,10,21
38597,2013/11/28 06:47:33 AM,-33.91939,18.84603,166,212,7,1.1,1,6,23
38598,2013/11/28 06:47:59 AM,-33.92075,18.84503,180,256,7,1.1,0,5,21
38599,2013/11/28 06:48:00 AM,-33.92075,18.84494,180,282,7,1.1,0,0,22
38600,2013/11/28 06:48:19 AM,-33.92036,18.84378,186,312,6,1.1,0,0,11
38601,2013/11/28 06:48:20 AM,-33.92033,18.84378,186,338,7,1.1,0,0,11
38602,2013/11/28 06:48:22 AM,-33.92025,18.84378,185,12,7,1.1,0,3,13
38603,2013/11/28 06:49:21 AM,-33.91875,18.84481,168,36,7,1.1,0,5,17
